X,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Unique_KOMyevsWTMye_M
Cntfr,10.98814897,-0.621968286,0.211633872,-2.744067373,0.006068308,0.038024137,Cntfr
Adora1,7.889997364,-0.620915961,0.198487068,-3.046086232,0.002318413,0.017355933,Adora1
Sertad4,4.188152848,-0.620049785,0.175257443,-4.05122933,5.09E-05,0.000672722,Sertad4
Map1b,78.89691035,-0.619946028,0.211890945,-3.065625227,0.002172154,0.016500802,Map1b
Lynx1,16.79727646,-0.619787146,0.202708861,-3.328259211,0.000873905,0.007752127,Lynx1
Mthfr,1551.905725,-0.618200827,0.113325254,-5.453242143,4.95E-08,1.39E-06,Mthfr
Igfbp7,15.98134809,-0.617147224,0.204882239,-3.071801189,0.002127714,0.016247356,Igfbp7
Slc14a1,18.34496828,-0.615506617,0.213877896,-3.015377349,0.002566597,0.018889925,Slc14a1
Gm12928,14.61486523,-0.614927291,0.213040829,-3.079285401,0.002074978,0.015889782,Gm12928
Gapdhs,12.82563414,-0.613578844,0.212763329,-2.809889164,0.004955856,0.032341821,Gapdhs
Enpp4,36.97334254,-0.611603264,0.202549817,-2.982721263,0.002856981,0.020542505,Enpp4
Plxna4os1,35.26101172,-0.611353892,0.209044605,-2.976158079,0.002918844,0.020940659,Plxna4os1
Sema7a,15.28982682,-0.610237084,0.213443561,-2.860635265,0.004227932,0.028459606,Sema7a
Fbln2,9.755974226,-0.609704233,0.191737918,-3.18937479,0.001425809,0.011660125,Fbln2
Npr2,10.96302848,-0.609317663,0.199821473,-3.566615389,0.000361622,0.003683564,Npr2
Gucy1a1,13.8229764,-0.608904248,0.212877485,-2.775360097,0.005514062,0.035183546,Gucy1a1
Paqr9,10.62672096,-0.60873664,0.200169871,-3.296459545,0.000979117,0.008534876,Paqr9
Adcy8,4.923693431,-0.607985121,0.178846633,-3.193065409,0.001407711,0.0115238,Adcy8
H2-Aa,10.17061366,-0.607511342,0.209538763,-3.037801217,0.002383111,0.017776928,H2-Aa
Nebl,16.71347209,-0.606972984,0.213848648,-2.915064203,0.003556154,0.024615419,Nebl
Ifi203-ps,11.78638319,-0.606782949,0.206475887,-2.944097113,0.003238983,0.022771677,Ifi203-ps
Mir9-3hg,20.91661294,-0.606576112,0.212429548,-2.869761381,0.004107817,0.027778551,Mir9-3hg
Tnip3,99.19275234,-0.604182939,0.159418549,-3.819599653,0.000133668,0.001553848,Tnip3
Khdrbs2,8.378864115,-0.603704254,0.205132343,-2.925509231,0.00343893,0.023896267,Khdrbs2
Sox8,77.04982109,-0.603579113,0.165701166,-3.655648114,0.000256533,0.002756809,Sox8
Ifi35,475.6747251,-0.603463211,0.127112317,-4.735765188,2.18E-06,4.14E-05,Ifi35
Grm5,19.28765549,-0.602057454,0.213695348,-2.672388609,0.007531337,0.045275011,Grm5
Slc4a11,31.49629951,-0.601742266,0.205752757,-3.039974491,0.002365982,0.017681852,Slc4a11
Zswim5,31.81223239,-0.601289712,0.197208705,-3.01324712,0.002584684,0.018990833,Zswim5
Cdh3,7.833047362,-0.600870888,0.174343922,-3.59947378,0.000318862,0.003302205,Cdh3
Clstn3,12.86487845,-0.599366517,0.21068109,-3.069055372,0.002147368,0.016366453,Clstn3
Limch1,28.95309051,-0.599189992,0.210450627,-2.878810059,0.003991787,0.027199104,Limch1
Ntrk2,103.8301683,-0.598561531,0.209162214,-3.213451015,0.001311502,0.010846273,Ntrk2
Gas2,43.35268965,-0.598295024,0.194757016,-3.113349929,0.001849766,0.014474281,Gas2
Ube2l6,844.912841,-0.596934704,0.134830594,-4.415639892,1.01E-05,0.000159312,Ube2l6
Pde3a,6.313982704,-0.596226889,0.182545701,-2.890456389,0.003846829,0.026311397,Pde3a
Timp1,24.93935917,-0.595130207,0.21214892,-2.701974788,0.006892899,0.042191549,Timp1
Ms4a4c,20.06817391,-0.594913843,0.212414251,-3.168357748,0.001533028,0.012367699,Ms4a4c
Xlr4b,19.81785283,-0.594838837,0.21334641,-2.77734576,0.005480484,0.0350486,Xlr4b
Tmem67,103.847091,-0.593885359,0.139232713,-4.251461371,2.12E-05,0.000309274,Tmem67
Lmtk3,27.75925782,-0.593232869,0.210746472,-2.825270521,0.004724071,0.031098691,Lmtk3
Adamtsl3,8.374744011,-0.593091734,0.20017257,-2.979846412,0.002883929,0.020718344,Adamtsl3
Gm20234,9.226832923,-0.592837254,0.204979521,-2.655424949,0.007920856,0.047177189,Gm20234
Gm11400,9.618194588,-0.592770308,0.206681917,-2.555295412,0.010609771,0.059419874,Gm11400
Fam19a5,38.42417001,-0.591298242,0.202267648,-2.938345619,0.003299689,0.023117885,Fam19a5
Gm14137,14.67776561,-0.589578109,0.213890342,-2.694758931,0.007043957,0.042807628,Gm14137
Dlg5,36.15643206,-0.589462823,0.194924772,-2.964619022,0.00303058,0.021569654,Dlg5
Slc22a23,103.4323791,-0.588913561,0.157835515,-3.740940549,0.000183333,0.002060578,Slc22a23
Spon1,56.27330139,-0.588546128,0.180713441,-3.255414291,0.001132271,0.009625494,Spon1
Napsa,33.71965919,-0.588499776,0.204389005,-3.000358426,0.002696621,0.019641646,Napsa
Cemip,9.935879199,-0.58777998,0.201422977,-3.082183703,0.00205488,0.015758311,Cemip
Gm43980,42.42297401,-0.587637867,0.19802631,-2.966690433,0.003010239,0.021472238,Gm43980
Sult4a1,12.32237686,-0.587606037,0.208851703,-2.804354859,0.005041738,0.032788571,Sult4a1
AW112010,49.83402108,-0.585313318,0.19359676,-2.979838511,0.002884004,0.020718344,AW112010
Klhl29,10.32652436,-0.585063035,0.197734727,-3.03954472,0.00236936,0.017698902,Klhl29
Grik4,14.48409262,-0.584820195,0.213185482,-2.66946407,0.00759724,0.045569319,Grik4
Cttnbp2,8.669654831,-0.584817378,0.203228275,-2.670905036,0.007564704,0.045407927,Cttnbp2
Zmynd15,82.23263333,-0.584495256,0.163867612,-3.573059845,0.000352834,0.003609828,Zmynd15
Foxj1,31.69381845,-0.584410234,0.203796423,-3.391412301,0.000695334,0.006410981,Foxj1
Adcyap1r1,19.99081994,-0.583535035,0.213560091,-2.689995177,0.007145305,0.043374529,Adcyap1r1
Creb5,362.5250608,-0.583002696,0.106092987,-5.497300498,3.86E-08,1.12E-06,Creb5
Gnai1,26.78316557,-0.582543849,0.206555337,-2.772824827,0.005557203,0.035349812,Gnai1
Tor3a,1686.219798,-0.582540236,0.115237613,-5.051980384,4.37E-07,1.01E-05,Tor3a
Trib2,66.37934834,-0.582332916,0.181700972,-3.179584306,0.001474865,0.011976316,Trib2
Steap1,7.606269331,-0.579461157,0.193335978,-3.20984835,0.00132805,0.010977505,Steap1
Stk39,58.13517235,-0.579414567,0.207979032,-3.009903389,0.002613308,0.01914883,Stk39
Ddo,6.410508102,-0.578624058,0.173161225,-3.099800572,0.00193651,0.014965542,Ddo
Clec9a,159.4825763,-0.578322248,0.122353518,-4.71951322,2.36E-06,4.43E-05,Clec9a
Parp8,110.1400021,-0.576974297,0.141378433,-4.077993911,4.54E-05,0.00061079,Parp8
Gpm6a,120.4351708,-0.576820667,0.213827587,-2.825435769,0.004721635,0.031095341,Gpm6a
Oas1a,1898.728543,-0.574855665,0.175466121,-3.235838971,0.001212858,0.010192428,Oas1a
A2m,68.65707626,-0.573861408,0.191937954,-3.33223717,0.000861508,0.007662862,A2m
Ascl1,20.38788453,-0.573854416,0.213893048,-2.613156039,0.008971033,0.052142515,Ascl1
Gm47950,19.95130869,-0.573682907,0.213597894,-2.64366936,0.008201273,0.048530336,Gm47950
Dtx1,16.29722197,-0.571667453,0.213894616,-2.697746807,0.006981051,0.042537487,Dtx1
Adgrl1,69.02592512,-0.571474756,0.182863248,-3.135300054,0.001716784,0.013618639,Adgrl1
Stxbp6,5.832141548,-0.571188322,0.179445851,-3.230067849,0.001237608,0.010368023,Stxbp6
Dcstamp,114.5635248,-0.57104899,0.161130147,-3.621717262,0.000292654,0.003068207,Dcstamp
Lrrn3,10.84967499,-0.570691508,0.208832269,-2.727623952,0.006379229,0.039557591,Lrrn3
Ctnnal1,44.05724971,-0.570673863,0.20790577,-3.272445423,0.001066215,0.009144993,Ctnnal1
Col12a1,13.78977239,-0.570348262,0.211022224,-2.654174775,0.007950264,0.047299965,Col12a1
Gpc6,7.352364213,-0.570197236,0.193385858,-2.909426604,0.003620924,0.024978028,Gpc6
Postn,59.99507698,-0.570066619,0.193629976,-3.138851487,0.001696114,0.013474543,Postn
Oas1c,52.83819147,-0.56998619,0.189529709,-3.010790876,0.002605682,0.019101629,Oas1c
Vat1l,111.5854697,-0.569675535,0.190865941,-3.931337984,8.45E-05,0.00103966,Vat1l
Prss23,9.65115383,-0.568224883,0.196781059,-3.412342614,0.000644071,0.006003516,Prss23
Paqr8,46.33765409,-0.568046137,0.198646128,-2.858743396,0.004253227,0.02858218,Paqr8
Astn1,30.82868672,-0.567951533,0.201057801,-2.835426247,0.004576458,0.030312459,Astn1
Tcim,58.48878916,-0.567642047,0.173528798,-3.213800684,0.001309906,0.010838697,Tcim
Ccdc88c,18.72302356,-0.566484684,0.213934289,-2.703835001,0.006854432,0.042019853,Ccdc88c
D430019H16Rik,20.1587572,-0.566314714,0.213893879,-2.61419794,0.00894372,0.052058777,D430019H16Rik
Rnf182,11.16655821,-0.566307634,0.205580801,-2.671621937,0.007548564,0.04533834,Rnf182
Upp1,12.55408163,-0.566306477,0.207564495,-2.378831253,0.017367625,0.087461492,Upp1
Fam171b,37.37137313,-0.565584829,0.201463862,-2.816254713,0.004858713,0.031816287,Fam171b
Nfkbie,209.5215646,-0.564705946,0.115903604,-4.87378808,1.09E-06,2.24E-05,Nfkbie
Dlk1,29.03113262,-0.564391249,0.212725229,-2.618298142,0.008836956,0.051530279,Dlk1
Clec1b,134.7482951,-0.564247862,0.137969565,-4.076166406,4.58E-05,0.000614192,Clec1b
Sox3,14.43344663,-0.564185265,0.212878945,-2.678836741,0.007387841,0.044578462,Sox3
Satb1,36.13188778,-0.563539754,0.205869483,-2.809814383,0.004957008,0.032341821,Satb1
Col6a1,15.04356025,-0.562465259,0.202580704,-3.396299782,0.000683035,0.006315628,Col6a1
Meis2,30.03777965,-0.562105626,0.206849182,-2.727442864,0.006382731,0.039564105,Meis2
Rgs20,10.5837556,-0.561805043,0.202522697,-2.777662998,0.005475137,0.035028286,Rgs20
Il17rc,17.89421681,-0.561617757,0.212040716,-2.805357547,0.005026079,0.032713106,Il17rc
Hip1r,28.92571662,-0.559833897,0.21314629,-2.736436443,0.006210859,0.038706919,Hip1r
Itga1,19.95821213,-0.559280672,0.213922209,-2.623453653,0.008704329,0.050959486,Itga1
Tma16,362.8296369,-0.55887952,0.095225137,-5.868933555,4.39E-09,1.56E-07,Tma16
A930037H05Rik,18.14601016,-0.558695481,0.213945144,-2.509177936,0.012101251,0.066503299,A930037H05Rik
Gfod1,137.9206136,-0.558666636,0.138834893,-4.023957941,5.72E-05,0.000743459,Gfod1
Gria3,22.83653268,-0.558155722,0.213186182,-2.658121488,0.007857756,0.046870571,Gria3
Slc5a5,4.535433576,-0.557814063,0.168897793,-3.985175291,6.74E-05,0.000858035,Slc5a5
Fxyd2,30.75989274,-0.557618003,0.213053894,-3.005986032,0.002647212,0.019362085,Fxyd2
Ddr2,8.953550022,-0.557611049,0.18995932,-3.185160216,0.001446739,0.011813326,Ddr2
Cacng8,6.77382449,-0.557585788,0.201213164,-2.505885078,0.012214531,0.066897984,Cacng8
Fzd3,19.76676604,-0.555841136,0.213949872,-2.624879368,0.008667967,0.050765027,Fzd3
Fxyd6,22.61809077,-0.555132927,0.212107687,-2.625395056,0.008654848,0.050706601,Fxyd6
Lrfn2,7.837191401,-0.553396462,0.201034983,-2.58661262,0.009692449,0.055515678,Lrfn2
Zic1,18.06002519,-0.552801123,0.17632898,-3.842869915,0.000121604,0.001433221,Zic1
Rhobtb3,20.20889931,-0.552506273,0.21254543,-2.504945696,0.01224702,0.067049083,Rhobtb3
Parp9,820.1125838,-0.550680556,0.125251939,-4.391200764,1.13E-05,0.000176244,Parp9
Vxn,71.48159801,-0.55046199,0.165109517,-3.333089004,0.000858875,0.007647871,Vxn
Pilrb2,123.7269074,-0.550340907,0.138048578,-4.000331298,6.33E-05,0.000810001,Pilrb2
Tspan6,18.62183926,-0.550312653,0.212864228,-2.676644769,0.007436343,0.044837592,Tspan6
Mmp3,27.98949096,-0.550188452,0.169323787,-3.109218922,0.001875827,0.01462148,Mmp3
Mapk10,16.78787686,-0.54991073,0.213913638,-2.595023491,0.009458445,0.054407136,Mapk10
Gm11221,30.77445156,-0.548356931,0.203583132,-2.656921897,0.007885771,0.047002924,Gm11221
Samd14,26.52723349,-0.547730998,0.212740152,-2.636608667,0.008373937,0.04941626,Samd14
Nrg1,6.391851026,-0.546996058,0.190866268,-2.993641473,0.002756697,0.019954823,Nrg1
Gm6548,308.6225825,-0.546881577,0.124978857,-4.373336522,1.22E-05,0.000189473,Gm6548
Fbxw17,543.2926149,-0.54684115,0.126990403,-4.30294149,1.69E-05,0.000251338,Fbxw17
Col6a3,3.230851627,-0.546610169,0.151470407,-2.709806103,0.006732255,0.041396699,Col6a3
Il1f9,16.98760583,-0.546128629,0.213855854,-2.42937423,0.015124912,0.078646615,Il1f9
Ttc9,36.66081465,-0.544832163,0.19729835,-2.714842308,0.006630734,0.040834689,Ttc9
Gm47260,57.28440277,-0.543535559,0.177010425,-3.030309253,0.002443034,0.018116197,Gm47260
Tmem255a,13.40588083,-0.542071376,0.21263698,-2.653956387,0.007955411,0.047313142,Tmem255a
Dab1,9.11737867,-0.542000228,0.202849437,-2.572552146,0.010095175,0.057253302,Dab1
Crip2,25.74958883,-0.541224395,0.213751698,-2.613765578,0.008955046,0.0521059,Crip2
Sel1l3,12.58283214,-0.540598028,0.213476546,-2.454214507,0.014119273,0.074644321,Sel1l3
Dlc1,18.8279452,-0.539299317,0.213870367,-2.660642415,0.007799174,0.046590029,Dlc1
Rgma,22.05519213,-0.53920806,0.21392509,-2.577487375,0.009952152,0.056621286,Rgma
Sox5,8.856824959,-0.539208022,0.196632548,-2.675727438,0.007456726,0.044943696,Sox5
Sema6a,41.41753375,-0.538518519,0.192463876,-2.785398788,0.005346193,0.034353174,Sema6a
Atp1a2,124.7066737,-0.538324726,0.212054102,-2.543892091,0.010962495,0.061119505,Atp1a2
Clcf1,223.8302606,-0.538267691,0.113406407,-4.741567787,2.12E-06,4.03E-05,Clcf1
Slc22a17,245.7438372,-0.537815012,0.180521197,-3.012607503,0.002590137,0.019013584,Slc22a17
Nova1,34.62241857,-0.537786389,0.203162844,-2.607638375,0.009116921,0.052838192,Nova1
Sorcs1,28.51658145,-0.537716533,0.2035109,-2.547553027,0.010848136,0.06062857,Sorcs1
Chst2,89.2960407,-0.537498997,0.164437997,-3.236972116,0.001208052,0.01016793,Chst2
Hunk,17.44825852,-0.537469114,0.213894646,-2.738585052,0.00617042,0.038484624,Hunk
Hes1,14.31705709,-0.537354637,0.212620134,-2.680948357,0.007341384,0.044381131,Hes1
