X,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,color,Unique_M_GDQvsSaline
Fam8a1,1804.446424,-0.128214138,0.05343936,-2.399270448,0.016427776,0.187396929,blue,Fam8a1
Hsp90ab1,17698.70629,-0.128234196,0.055975867,-2.291049866,0.02196053,0.209980316,blue,Hsp90ab1
Gm43850,2.54088869,-0.128312783,0.058676968,-2.107938059,0.035036348,NA,blue,Gm43850
Trio,2145.321284,-0.128316627,0.058211696,-2.204303501,0.027503007,0.232013974,blue,Trio
Gm2895,1.642619983,-0.128739914,0.046882357,-2.750814004,0.005944739,NA,blue,Gm2895
Aff4,2733.47983,-0.12895432,0.061391438,-2.100208881,0.03571047,0.262867081,blue,Aff4
Cbfa2t2,561.1651882,-0.129087293,0.057436873,-2.247455721,0.024610917,0.22077664,blue,Cbfa2t2
Plpp6,760.8034494,-0.129113283,0.063302232,-2.039521298,0.041398028,0.27845986,blue,Plpp6
Dctn3,1656.125706,-0.129157443,0.051284207,-2.518436239,0.011787722,0.163165423,blue,Dctn3
Gmps,708.378198,-0.129275784,0.063417678,-2.038490413,0.041500913,0.27858449,blue,Gmps
Decr2,552.4550143,-0.129472581,0.062873063,-2.059130363,0.039481752,0.272948327,blue,Decr2
Arpc1a,3236.698351,-0.129502116,0.057516503,-2.251666949,0.024343327,0.219471952,blue,Arpc1a
Unc5a,2386.624498,-0.12964114,0.066106097,-1.96167595,0.049800224,0.300608582,blue,Unc5a
Tpm3,1946.017418,-0.129684072,0.061495579,-2.109145481,0.034932026,0.260411757,blue,Tpm3
Ss18l1,751.5074504,-0.129829722,0.063386313,-2.048313191,0.040529321,0.275500593,blue,Ss18l1
Pde4dip,2163.45884,-0.130084795,0.059861493,-2.173339998,0.029754737,0.239823194,blue,Pde4dip
Gm2574,2.012318755,-0.130413988,0.054143551,-2.194472698,0.028201445,NA,blue,Gm2574
Exoc5,902.1006437,-0.130511252,0.064161895,-2.033927576,0.041958898,0.28001037,blue,Exoc5
Kpnb1,1980.429084,-0.130525507,0.043739971,-2.984132885,0.002843832,0.09363852,blue,Kpnb1
Slc35e1,857.7127333,-0.130788617,0.056198205,-2.327326964,0.01994787,0.203024714,blue,Slc35e1
Camsap1,1117.99507,-0.130810699,0.05566435,-2.350076398,0.018769558,0.19853379,blue,Camsap1
Trappc11,810.8236897,-0.130898345,0.063724869,-2.054271345,0.039949437,0.274134087,blue,Trappc11
Dpysl2,1073.689048,-0.131220199,0.063432447,-2.068974943,0.038548438,0.269855263,blue,Dpysl2
Tox4,875.6483079,-0.131232033,0.055336197,-2.371562606,0.017713046,0.191883649,blue,Tox4
Serbp1,2535.928999,-0.131242797,0.051630934,-2.542071649,0.011019758,0.15965234,blue,Serbp1
Mir1943,1.500613399,-0.131254443,0.049728136,-2.435550547,0.014869147,NA,blue,Mir1943
Rnf149,457.2043152,-0.131298328,0.064594788,-2.032536981,0.042099324,0.280195964,blue,Rnf149
Vps39,968.7788915,-0.131299828,0.045607298,-2.878874168,0.003990975,0.106904402,blue,Vps39
Gm10614,2.145785972,-0.131343768,0.058754303,-2.241439694,0.024997608,NA,blue,Gm10614
Pde8b,1070.361483,-0.131382734,0.046958575,-2.797815283,0.005144953,0.115994664,blue,Pde8b
Tecpr1,1752.356449,-0.131464131,0.058468959,-2.248173954,0.0245651,0.220635649,blue,Tecpr1
Ywhab,7423.410192,-0.131507722,0.066375872,-1.981505149,0.047534652,0.293390888,blue,Ywhab
Elac1,465.8517564,-0.131688118,0.059215327,-2.223889883,0.026155854,0.225936733,blue,Elac1
Gm16152,2.992725984,-0.131857773,0.063502194,-2.20575892,0.027400884,NA,blue,Gm16152
Btbd9,2140.804816,-0.13198242,0.057272756,-2.304350126,0.021202997,0.207431268,blue,Btbd9
Sec23a,1548.164743,-0.132277146,0.05232133,-2.528162838,0.011466116,0.161362598,blue,Sec23a
Cct5,2555.742821,-0.132319135,0.063424387,-2.086629663,0.036921624,0.266155153,blue,Cct5
Rnf24,409.0037453,-0.132427198,0.058839474,-2.250646145,0.024407958,0.219821393,blue,Rnf24
Stk25,3182.00765,-0.132570539,0.058227878,-2.276735131,0.022802047,0.213555337,blue,Stk25
Strap,2242.433446,-0.132628503,0.058167524,-2.280068875,0.022603604,0.213128831,blue,Strap
Ptbp2,1076.558761,-0.132739789,0.067158297,-1.976899388,0.048053004,0.295115054,blue,Ptbp2
Tmub2,1058.867277,-0.132813347,0.0654525,-2.028572224,0.04250188,0.280945407,blue,Tmub2
Rhot1,957.0383654,-0.133221248,0.066474641,-2.004427117,0.045024327,0.286754706,blue,Rhot1
Gnaq,3001.257824,-0.133315571,0.059134585,-2.253958381,0.024198786,0.218998359,blue,Gnaq
Arhgef25,4532.718253,-0.133482576,0.064875724,-2.057738801,0.039615214,0.273531838,blue,Arhgef25
Med14,838.7270237,-0.13365035,0.063597839,-2.101237884,0.035620089,0.262867081,blue,Med14
Zfp281,571.8880282,-0.133814334,0.0644207,-2.077389523,0.037765622,0.26763634,blue,Zfp281
Yme1l1,1721.681365,-0.133899569,0.061015756,-2.194353765,0.028209987,0.235592278,blue,Yme1l1
Gm26799,3.395840229,-0.134060414,0.066890868,-1.966379487,0.049254791,NA,blue,Gm26799
Noc2l,670.3733568,-0.134395816,0.061333517,-2.191374268,0.02842472,0.236319488,blue,Noc2l
Brms1,329.5037564,-0.134526749,0.064015825,-2.101391853,0.035606583,0.262867081,blue,Brms1
Hmox2,813.8630394,-0.134697485,0.065490537,-2.056637546,0.039721104,0.273682321,blue,Hmox2
Kif3a,937.5224821,-0.134744193,0.063420841,-2.124601284,0.033619897,0.256735739,blue,Kif3a
Vkorc1l1,934.524199,-0.134855066,0.048167979,-2.799674027,0.005115423,0.11548519,blue,Vkorc1l1
Wasl,1390.694868,-0.13486816,0.068153954,-1.979276576,0.047784875,0.294105582,blue,Wasl
Ube2g1,849.3522866,-0.13494415,0.057362157,-2.352425917,0.018651405,0.197921811,blue,Ube2g1
Sirpa,4667.128727,-0.134975993,0.059997337,-2.249244726,0.02449693,0.220142048,blue,Sirpa
Taldo1,1455.734505,-0.135050303,0.067449006,-2.003069254,0.045169856,0.28713276,blue,Taldo1
Ripor2,884.7432695,-0.135076257,0.066393256,-2.034836781,0.041867299,0.279822393,blue,Ripor2
Akap6,2300.335682,-0.135180555,0.061728304,-2.189453992,0.028563859,0.236414533,blue,Akap6
Fam186a,4.383849107,-0.135182059,0.062697767,-2.240062565,0.025086861,NA,blue,Fam186a
Trnt1,727.9099259,-0.135212579,0.060772962,-2.224728419,0.026099475,0.225775367,blue,Trnt1
Sfxn3,789.6316873,-0.135352405,0.0650984,-2.078954377,0.037621544,0.266842292,blue,Sfxn3
Fem1b,2079.217303,-0.135432165,0.061656134,-2.19671403,0.028040876,0.234650447,blue,Fem1b
Rnft2,1059.776752,-0.135548719,0.065878676,-2.057638977,0.039624802,0.273531838,blue,Rnft2
Adam11,3154.403313,-0.135790435,0.067796785,-2.003108102,0.045165687,0.28713276,blue,Adam11
Hax1,614.2169994,-0.135856834,0.062024745,-2.190355416,0.028498471,0.236342967,blue,Hax1
Gm7237,1.769458491,-0.135977301,0.053332073,-2.245356577,0.024745251,NA,blue,Gm7237
Mrpl35,378.6996481,-0.136021409,0.062885127,-2.162933365,0.030546305,0.242811063,blue,Mrpl35
Lrrc8b,1275.099771,-0.136107072,0.054882748,-2.479627115,0.013151984,0.172930761,blue,Lrrc8b
Cul2,938.2358255,-0.136518749,0.065921168,-2.070714456,0.038385489,0.269341055,blue,Cul2
Adgrb1,4856.842162,-0.136521606,0.065057749,-2.098810804,0.035833582,0.263121777,blue,Adgrb1
Vezt,703.693132,-0.136617955,0.058400727,-2.339315457,0.019319113,0.201189563,blue,Vezt
Kcnj11,523.8803002,-0.13669314,0.066282456,-2.062371694,0.039172362,0.271959457,blue,Kcnj11
Gnptab,945.6695682,-0.13669788,0.05719865,-2.389716786,0.01686137,0.188641045,blue,Gnptab
Smim13,2721.033161,-0.136739702,0.044891614,-3.046003713,0.00231905,0.085671147,blue,Smim13
Dnajc6,4124.170474,-0.136904104,0.052838991,-2.590745757,0.009576821,0.149680509,blue,Dnajc6
Frmpd4,1284.410513,-0.137038456,0.061164518,-2.240488405,0.025059233,0.223029848,blue,Frmpd4
Ensa,5182.266902,-0.137046487,0.038108283,-3.596211199,0.000322886,0.033242461,blue,Ensa
Sos1,610.4298864,-0.137364254,0.06691587,-2.052956016,0.040076843,0.274669564,blue,Sos1
Ift172,629.857639,-0.137384297,0.057414503,-2.392853329,0.016717923,0.188328133,blue,Ift172
Xpo1,987.9130955,-0.137424033,0.058264148,-2.358625578,0.018342753,0.195941395,blue,Xpo1
Arid1b,1529.996329,-0.137518284,0.066962424,-2.052989238,0.040073621,0.274669564,blue,Arid1b
Tmem38a,1830.608632,-0.137660709,0.064678053,-2.128429255,0.03330151,0.255685001,blue,Tmem38a
Gm5587,2.496599294,-0.13817731,0.060507637,-2.175484724,0.029593812,NA,blue,Gm5587
Inip,406.4220797,-0.138194348,0.066642,-2.07350046,0.038125728,0.269043948,blue,Inip
Fbxw7,1694.178795,-0.138213608,0.069135731,-1.999161401,0.045590893,0.288597977,blue,Fbxw7
U2surp,807.8353094,-0.138335098,0.052868242,-2.616595409,0.008881154,0.144824036,blue,U2surp
Synj2,860.296794,-0.138397256,0.050558996,-2.737380747,0.006193057,0.125373659,blue,Synj2
Cpsf2,646.1214757,-0.138531236,0.069825412,-1.984230151,0.047230189,0.29252869,blue,Cpsf2
Pdia3,2776.435868,-0.138630413,0.067191142,-2.062863511,0.039125598,0.271959457,blue,Pdia3
Pds5b,1532.000751,-0.138875538,0.063836229,-2.175106409,0.029622143,0.239463625,blue,Pds5b
Atg16l1,655.7764964,-0.138883078,0.064723266,-2.14588461,0.031882186,0.250442763,blue,Atg16l1
Sulf2,1283.082942,-0.139244139,0.065910587,-2.113160789,0.034587008,0.259429752,blue,Sulf2
Ap3b2,1515.869646,-0.139347251,0.070731032,-1.970485278,0.048782781,0.298154772,blue,Ap3b2
Nit1,390.5278631,-0.139457363,0.070262203,-1.984880326,0.047157788,0.292482521,blue,Nit1
Nsd3,956.7853487,-0.139552015,0.063210808,-2.207971414,0.027246266,0.23054852,blue,Nsd3
Apba2,2331.50743,-0.13984122,0.067289252,-2.078133597,0.037697056,0.267264106,blue,Apba2
Mkl1,881.8845126,-0.140126588,0.066750098,-2.100297675,0.035702664,0.262867081,blue,Mkl1
Fbxw11,2408.852992,-0.140215701,0.054784787,-2.559286942,0.010488713,0.155889779,blue,Fbxw11
Aprt,444.0640305,-0.140305437,0.058433033,-2.401087054,0.016346447,0.186795718,blue,Aprt
Arl8b,3436.700379,-0.140329387,0.067333613,-2.084063854,0.037154359,0.266202525,blue,Arl8b
Sptlc1,577.697624,-0.140361689,0.066177112,-2.120479115,0.033965661,0.257814067,blue,Sptlc1
Pura,733.5090641,-0.140559933,0.065214444,-2.155256497,0.031141768,0.246252015,blue,Pura
Ttc9c,487.5571001,-0.140724693,0.060619663,-2.321362156,0.020267306,0.204110298,blue,Ttc9c
Gm47715,2.068645727,-0.140932002,0.055453154,-2.390668982,0.016817708,NA,blue,Gm47715
Fh1,1265.552977,-0.140935172,0.065065087,-2.166242741,0.030292643,0.241833119,blue,Fh1
Terf2ip,709.0850072,-0.141044629,0.064483315,-2.187363941,0.028715966,0.236949004,blue,Terf2ip
Tmeff1,1269.598607,-0.141189455,0.065014851,-2.171632302,0.029883409,0.240061461,blue,Tmeff1
Gtpbp4,384.5584635,-0.14127884,0.070712436,-1.99808173,0.0457078,0.288689907,blue,Gtpbp4
Gm14824,2.65601719,-0.141491194,0.059286975,-2.628753164,0.008569854,NA,blue,Gm14824
Gm43488,2.208470699,-0.141556161,0.057689764,-2.399737654,0.016406826,NA,blue,Gm43488
Abhd13,724.4553824,-0.141633847,0.071033183,-1.993742606,0.046180191,0.290014382,blue,Abhd13
Gm43689,2.654005914,-0.141668176,0.064352817,-2.080173197,0.03750965,NA,blue,Gm43689
Nmt1,3130.662273,-0.141737295,0.057634817,-2.45943873,0.013915445,0.176961615,blue,Nmt1
Gm26834,2.951706,-0.141753108,0.061366944,-2.14440038,0.03200082,NA,blue,Gm26834
St8sia1,619.2407025,-0.141784139,0.071542563,-1.981460543,0.04753965,0.293390888,blue,St8sia1
Klhl7,1304.996886,-0.141860921,0.061252164,-2.31591311,0.020563013,0.205698093,blue,Klhl7
Dnajc13,705.1228824,-0.141877228,0.058428341,-2.428208574,0.015173614,0.182916816,blue,Dnajc13
Fnip1,889.0739774,-0.141997174,0.068434045,-2.07454627,0.038028606,0.268557943,blue,Fnip1
Slc35e3,436.5677239,-0.142055166,0.053524197,-2.654226547,0.007949044,0.138275202,blue,Slc35e3
Nap1l3,517.3385097,-0.142159596,0.067584331,-2.103231533,0.035445535,0.262586954,blue,Nap1l3
Ankrd29,391.4177947,-0.1422236,0.06290537,-2.260565806,0.023786157,0.218193765,blue,Ankrd29
Lsm14b,894.7696264,-0.1423776,0.062233575,-2.288386493,0.022115024,0.210547661,blue,Lsm14b
Sae1,942.5504665,-0.142596225,0.058379884,-2.442656906,0.01457959,0.180486853,blue,Sae1
Smyd5,562.7734391,-0.142770094,0.063259107,-2.256832189,0.024018563,0.218435191,blue,Smyd5
Adam10,1155.283181,-0.14279344,0.065272545,-2.187575952,0.028700505,0.236949004,blue,Adam10
Tmem43,439.1662889,-0.142797546,0.0654978,-2.180211426,0.029241793,0.238186628,blue,Tmem43
Gm16072,2.548197969,-0.143006379,0.058949975,-2.200004086,0.027806605,NA,blue,Gm16072
Kcnrg,7.255509507,-0.143041219,0.079581471,-1.98218205,0.047458869,NA,blue,Kcnrg
Mios,310.76922,-0.143151735,0.068413339,-2.092231945,0.036417772,0.26508962,blue,Mios
Osbp2,883.217949,-0.143245102,0.070828575,-2.023253315,0.043047037,0.282790287,blue,Osbp2
Tmem50b,1269.086225,-0.143266167,0.061973247,-2.311780631,0.020789775,0.206190704,blue,Tmem50b
Kidins220,4364.343227,-0.143362995,0.056608922,-2.532186866,0.011335356,0.160985607,blue,Kidins220
Derl1,1198.652802,-0.1435052,0.066574123,-2.155973757,0.031085714,0.246240316,blue,Derl1
Tnpo3,842.0137294,-0.143538556,0.055729061,-2.575654615,0.010005053,0.152790274,blue,Tnpo3
Gemin5,293.6002677,-0.143613063,0.065762621,-2.183772871,0.028978942,0.237724349,blue,Gemin5
Pank3,1091.368054,-0.143686236,0.063924948,-2.247097418,0.024633802,0.22077664,blue,Pank3
Ppp1r10,541.8712375,-0.14378345,0.065917676,-2.180927606,0.029188771,0.238155789,blue,Ppp1r10
Rap2a,1724.530697,-0.14390967,0.050864085,-2.829370114,0.004663973,0.111807841,blue,Rap2a
Strip1,1070.625676,-0.144477001,0.062607911,-2.308002791,0.020998981,0.207208784,blue,Strip1
1700018G05Rik,4.182016807,-0.144571865,0.068179585,-2.255502434,0.02410181,NA,blue,1700018G05Rik
Txnrd2,238.3364753,-0.144591041,0.070515376,-2.050243116,0.040340713,0.275119366,blue,Txnrd2
Kalrn,9464.875286,-0.144871629,0.055692905,-2.601493364,0.009281886,0.14700143,blue,Kalrn
Nup155,230.6306986,-0.145022389,0.071939695,-2.015896733,0.043810775,0.284329261,blue,Nup155
Rnf180,256.7433595,-0.14510926,0.067513457,-2.149315535,0.031609396,0.249004324,blue,Rnf180
Gm17853,1.690444958,-0.145131002,0.051829059,-3.16295788,0.001561749,NA,blue,Gm17853
Tomm70a,2789.124861,-0.145178581,0.062517163,-2.322240956,0.020219965,0.204110298,blue,Tomm70a
Usp10,584.9195674,-0.145320431,0.067812445,-2.143600613,0.032064902,0.250868835,blue,Usp10
Tvp23a,252.7540207,-0.145368604,0.07396358,-1.965244366,0.049385961,0.299861334,blue,Tvp23a
Gm4319,1.347417565,-0.145427591,0.044728679,-2.568896041,0.010202306,NA,blue,Gm4319
Kpna4,1503.603476,-0.145475228,0.066150259,-2.199284254,0.027857717,0.234058203,blue,Kpna4
Arhgap20,798.6085733,-0.145524712,0.072062271,-2.01995429,0.043388129,0.283374997,blue,Arhgap20
Trappc12,748.8437255,-0.14556419,0.063186364,-2.30391504,0.021227413,0.207431268,blue,Trappc12
Camkv,11327.75747,-0.145574288,0.055278865,-2.63370699,0.008445834,0.14156543,blue,Camkv
Rbbp7,1945.846819,-0.145693711,0.066098658,-2.204496038,0.027489478,0.232013974,blue,Rbbp7
Ttll11,767.7593821,-0.145700364,0.066662759,-2.186222226,0.028799351,0.236949004,blue,Ttll11
Atp2a2,8178.535097,-0.145770325,0.068438735,-2.129652472,0.033200316,0.25537879,blue,Atp2a2
Fam216a,343.7446115,-0.145785558,0.070047708,-2.081775374,0.037362992,0.266202525,blue,Fam216a
Tbc1d32,210.0865771,-0.145861821,0.073065095,-1.996252361,0.045906461,0.289369767,blue,Tbc1d32
Emc9,307.8559291,-0.145898654,0.069987933,-2.084930533,0.037075607,0.266155153,blue,Emc9
Emsy,606.8425124,-0.145978988,0.06581642,-2.218569781,0.026516007,0.227840742,blue,Emsy
Cdc37,1718.65508,-0.146048845,0.067111515,-2.176947751,0.029484466,0.238712518,blue,Cdc37
Hunk,337.7369813,-0.146246665,0.071288427,-2.050972306,0.040269644,0.275080199,blue,Hunk
Gm48928,3.562736823,-0.146346864,0.067101837,-2.320609603,0.020307923,NA,blue,Gm48928
Dcun1d5,693.4175883,-0.146453921,0.052220238,-2.8044508,0.005040238,0.114675527,blue,Dcun1d5
Csnk1g3,694.7099245,-0.146465098,0.063228433,-2.316538757,0.020528871,0.205698093,blue,Csnk1g3
Gm21887,95.33145208,-0.146510394,0.081710357,-2.295800019,0.021687318,0.209104405,blue,Gm21887
Kdm4a,750.9948168,-0.146700095,0.055604471,-2.638382977,0.008330245,0.14115173,blue,Kdm4a
Fbxo33,777.9303497,-0.147174274,0.060939817,-2.415240317,0.015724831,0.184681265,blue,Fbxo33
Arih1,1213.234085,-0.14720313,0.05808274,-2.534410372,0.011263674,0.160985607,blue,Arih1
Zkscan1,486.9716562,-0.14727695,0.060179364,-2.447281362,0.014393843,0.180041067,blue,Zkscan1
Hspa12a,2133.052755,-0.147546914,0.07055526,-2.091870589,0.036450094,0.26508962,blue,Hspa12a
Gm45627,4.421015736,-0.147645944,0.075536635,-1.986547335,0.046972582,NA,blue,Gm45627
Zfp608,371.2559271,-0.147806323,0.072982403,-2.024270109,0.042942367,0.28256824,blue,Zfp608
Unc13a,4031.65193,-0.147970189,0.067858047,-2.180609422,0.029212318,0.238186628,blue,Unc13a
Map4k3,1069.583237,-0.148044366,0.069765681,-2.121966118,0.033840583,0.257461619,blue,Map4k3
Cars,398.9696277,-0.148050439,0.069387773,-2.13412251,0.032832754,0.253856873,blue,Cars
Gm11537,5.463283532,-0.148130945,0.073707803,-2.038767614,0.041473226,NA,blue,Gm11537
Tfip11,501.5176805,-0.148286072,0.061077301,-2.427969984,0.0151836,0.182916816,blue,Tfip11
Fam136a,435.7388773,-0.148577233,0.062549649,-2.37514765,0.017541932,0.191272728,blue,Fam136a
Sema7a,2369.311556,-0.148862838,0.072229862,-2.062043139,0.039203629,0.27204151,blue,Sema7a
Aacs,477.2289403,-0.14902003,0.073303046,-2.032707326,0.042082101,0.280195964,blue,Aacs
Ralgps2,606.8719691,-0.149263853,0.070930657,-2.1041758,0.035363115,0.262092906,blue,Ralgps2
Fbxl2,505.7243843,-0.149384854,0.066655336,-2.241291364,0.025007208,0.2229684,blue,Fbxl2
Drg1,1142.628317,-0.149486293,0.07212156,-2.07255054,0.038214128,0.269097882,blue,Drg1
Noa1,321.8915596,-0.149695638,0.067134773,-2.229740801,0.025764656,0.224908233,blue,Noa1
Gnai1,2820.391003,-0.149831197,0.060452301,-2.478673835,0.013187183,0.172930761,blue,Gnai1
Cdk5r1,3006.628199,-0.150028292,0.062065112,-2.417666961,0.015620366,0.184528225,blue,Cdk5r1
4921522P10Rik,2.546300092,-0.15017359,0.061083431,-2.473503101,0.013379564,NA,blue,4921522P10Rik
Tmem150c,678.6937183,-0.150805839,0.066834733,-2.256224604,0.024056568,0.2185019,blue,Tmem150c
Zfp612,421.1221278,-0.151046393,0.059943035,-2.51988043,0.011739471,0.163103494,blue,Zfp612
Rapgef6,566.5972358,-0.15105126,0.060936597,-2.478780881,0.013183227,0.172930761,blue,Rapgef6
Ndrg3,5473.726344,-0.151051764,0.069574971,-2.171818561,0.029869351,0.240061461,blue,Ndrg3
Ahsa1,1290.804337,-0.151071203,0.070657085,-2.138975193,0.032437678,0.252308191,blue,Ahsa1
Map2k4,2160.537398,-0.15123787,0.072661069,-2.08167104,0.037372528,0.266202525,blue,Map2k4
Yars,989.6849558,-0.15128903,0.074908644,-2.021314216,0.043247249,0.283029631,blue,Yars
Mosmo,978.6292683,-0.151304752,0.061360918,-2.465580449,0.013679145,0.176432031,blue,Mosmo
Csnk1a1,4787.588854,-0.151308808,0.054333843,-2.784912507,0.005354217,0.118783764,blue,Csnk1a1
Atg9a,728.2745042,-0.151392078,0.073151848,-2.069774266,0.038473488,0.269557102,blue,Atg9a
Camk4,1319.072463,-0.151545327,0.077028307,-1.966293632,0.049264702,0.299827315,blue,Camk4
Sel1l3,485.4121434,-0.151549246,0.072502925,-2.090688131,0.03655603,0.265146549,blue,Sel1l3
Gm47136,1.441401988,-0.15159969,0.04840469,-3.18376253,0.001453742,NA,blue,Gm47136
Snx13,1564.255847,-0.151613432,0.059719753,-2.538485777,0.011133333,0.16056108,blue,Snx13
Cep170,699.6445597,-0.151653084,0.064324034,-2.357469038,0.01839999,0.196162562,blue,Cep170
Lrrc73,592.83155,-0.151839483,0.074021747,-2.052626309,0.040108834,0.274684959,blue,Lrrc73
Prr14l,687.0430789,-0.151937784,0.067303729,-2.257452204,0.023979833,0.218321309,blue,Prr14l
Gdap1,1533.262693,-0.152027307,0.072924123,-2.084290174,0.037133781,0.266202525,blue,Gdap1
Clip1,1251.996423,-0.152033823,0.059481375,-2.556273996,0.010579977,0.156270393,blue,Clip1
Lig3,232.8258027,-0.152044563,0.069750069,-2.180104243,0.029249735,0.238186628,blue,Lig3
Mkks,211.6574801,-0.152089305,0.076223522,-1.996303995,0.045900844,0.289369767,blue,Mkks
Klhl22,1155.747417,-0.152169386,0.061344905,-2.481003424,0.013101311,0.172765642,blue,Klhl22
Arl14ep,515.2658707,-0.152210582,0.070050271,-2.172941417,0.029784727,0.239823194,blue,Arl14ep
Actr3b,2084.114861,-0.152237391,0.074913169,-2.032698787,0.042082964,0.280195964,blue,Actr3b
Shc2,661.4035263,-0.15226568,0.06987257,-2.17989238,0.02926544,0.238198092,blue,Shc2
Egr3,1322.754889,-0.152295949,0.064134682,-2.374601084,0.017567925,0.191272728,blue,Egr3
Scrn3,519.0060508,-0.152297285,0.063507492,-2.397822839,0.01649284,0.18764748,blue,Scrn3
Cdkn2aipnl,788.074729,-0.152313033,0.061244537,-2.486769496,0.012890889,0.172270782,blue,Cdkn2aipnl
Ccdc174,239.1622991,-0.152367622,0.07227374,-2.108590034,0.034979984,0.260411757,blue,Ccdc174
Lmtk3,3173.9765,-0.152422659,0.076740746,-1.98641858,0.046986865,0.292325677,blue,Lmtk3
Nek4,296.2712923,-0.152447637,0.065340681,-2.333081486,0.019643869,0.201828217,blue,Nek4
Zfp738,403.0300898,-0.152515828,0.072542153,-2.101538111,0.035593756,0.262867081,blue,Zfp738
Rnf6,698.2044863,-0.152813134,0.063846002,-2.393941413,0.016668411,0.187897426,blue,Rnf6
Gm26519,3.978390512,-0.152941018,0.069217283,-2.150337395,0.031528537,NA,blue,Gm26519
Cdc27,656.9096925,-0.153000823,0.061457873,-2.489412131,0.012795454,0.171616058,blue,Cdc27
Wrb,804.7025903,-0.15315195,0.061259396,-2.49994414,0.012421289,0.168389826,blue,Wrb
AC079441.1,4.086366443,-0.153283164,0.07450586,-2.119824867,0.034020817,NA,blue,AC079441.1
Paqr9,928.0566481,-0.153428815,0.074656461,-2.05578491,0.039803253,0.273694594,blue,Paqr9
Enoph1,648.7108253,-0.153513957,0.064078748,-2.395663876,0.016590296,0.18764748,blue,Enoph1
Nmt2,952.560548,-0.153592789,0.049487268,-3.103615346,0.001911717,0.077408534,blue,Nmt2
Khdrbs3,2233.011109,-0.153666613,0.052560388,-2.92345138,0.003461743,0.102809443,blue,Khdrbs3
Gnl3l,2533.761015,-0.15382916,0.072569619,-2.1199275,0.03401216,0.257931996,blue,Gnl3l
Mapk10,3552.062239,-0.153906459,0.066501305,-2.31438334,0.020646704,0.205738477,blue,Mapk10
Pcyox1,1880.118196,-0.153928895,0.069515494,-2.213901721,0.02683554,0.229285609,blue,Pcyox1
Gls,3977.141813,-0.154065979,0.055464272,-2.777751855,0.00547364,0.119355531,blue,Gls
Ints8,282.3633884,-0.154124253,0.069465111,-2.219581216,0.026447209,0.227366843,blue,Ints8
Opn1mw,4.480539606,-0.154170419,0.076346103,-2.006540959,0.044798563,NA,blue,Opn1mw
Morf4l2,3101.585524,-0.15427569,0.073448527,-2.100807524,0.035657866,0.262867081,blue,Morf4l2
Rgl1,1501.32625,-0.154433218,0.047443243,-3.255143052,0.001133353,0.059835626,blue,Rgl1
Ap3m2,1567.68994,-0.15443516,0.063034126,-2.44995445,0.014287429,0.179171983,blue,Ap3m2
Cdc16,894.6526572,-0.154600898,0.063918189,-2.418738003,0.015574453,0.184336367,blue,Cdc16
Pde6h,4.060156228,-0.154645562,0.066511029,-2.550864993,0.010745594,NA,blue,Pde6h
Dmd,952.2136587,-0.154686067,0.064199428,-2.40819116,0.016031784,0.186258825,blue,Dmd
Tomm40,801.0674196,-0.154731044,0.069044192,-2.241431281,0.024998152,0.2229684,blue,Tomm40
Rnf150,968.1877762,-0.154769374,0.069991752,-2.210532464,0.02706823,0.229994354,blue,Rnf150
Cnksr2,3302.757422,-0.155204371,0.068833478,-2.254348729,0.024174238,0.218902857,blue,Cnksr2
A830018L16Rik,1640.540499,-0.155271009,0.0675155,-2.299402888,0.021482072,0.208104095,blue,A830018L16Rik
Selenoi,577.9811368,-0.155322579,0.067198607,-2.311066018,0.020829209,0.206323094,blue,Selenoi
Enpp5,3317.701391,-0.155376627,0.073530329,-2.112505846,0.034643085,0.259505734,blue,Enpp5
Camk2b,14102.43767,-0.15538512,0.075204388,-2.066821344,0.038750991,0.270818066,blue,Camk2b
Stmn3,6398.040199,-0.155581543,0.079332645,-1.963307554,0.049610448,0.300457089,blue,Stmn3
Slc14a1,515.9853497,-0.155788574,0.075999826,-2.045660041,0.04078983,0.275952586,blue,Slc14a1
Snx16,298.756957,-0.155982201,0.077568139,-2.01097168,0.044328448,0.285427755,blue,Snx16
A230056P14Rik,292.5245706,-0.156153262,0.075345515,-2.072038637,0.038261838,0.269320019,blue,A230056P14Rik
Prmt9,207.2344564,-0.156164227,0.071642694,-2.179540508,0.029291539,0.23825304,blue,Prmt9
Pomgnt2,530.873613,-0.156309931,0.077033359,-2.031102923,0.042244555,0.280195964,blue,Pomgnt2
Tenm2,1215.633373,-0.156330954,0.0792034,-1.971113066,0.048710945,0.297934305,blue,Tenm2
Ephb6,941.2889803,-0.156392453,0.065408849,-2.391712709,0.016769963,0.188448386,blue,Ephb6
Ythdf1,683.2856113,-0.156499294,0.065141759,-2.402880563,0.016266499,0.186523052,blue,Ythdf1
Rexo4,519.6790728,-0.156501313,0.063622896,-2.460672508,0.013867689,0.176961615,blue,Rexo4
Zfpl1,228.7665919,-0.156665489,0.079236418,-1.978067998,0.047921036,0.294834706,blue,Zfpl1
Psmd1,1260.626968,-0.156718443,0.060191208,-2.603631048,0.0092242,0.146925802,blue,Psmd1
Afg3l2,875.3032765,-0.15673822,0.06225485,-2.518110521,0.011798629,0.163165423,blue,Afg3l2
