X,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Unique_MInhibvsMCtrl
Cdan1,246.5030894,-0.222733739,0.106060031,-2.087069696,0.036881835,0.216726385,Cdan1
Ric8a,790.8763244,-0.221798112,0.082336005,-2.679240856,0.00737893,0.126792026,Ric8a
9130002K18Rik,1.255637364,-0.221318646,0.111306368,-2.197632512,0.027975304,NA,9130002K18Rik
Rxrb,1034.687974,-0.221064774,0.107320106,-2.035121828,0.041838616,0.22744348,Rxrb
Emd,444.1683991,-0.22090031,0.097021445,-2.270571532,0.023172928,0.18417169,Emd
Fam3c,751.5013376,-0.22059063,0.10932689,-1.988511866,0.046755108,0.23638908,Fam3c
Slc3a2,1692.241574,-0.2200972,0.087742091,-2.489526863,0.012791325,0.149690461,Slc3a2
Ten1,270.6572783,-0.219917164,0.10410429,-2.13703242,0.032595355,0.208151102,Ten1
Tmem189,427.1168853,-0.219860974,0.094018799,-2.312405067,0.020755371,0.176801864,Tmem189
Psmc4,1095.145182,-0.219279437,0.07725923,-2.828377143,0.004678465,0.109139987,Psmc4
Cope,1215.449113,-0.219266555,0.077045322,-2.833367714,0.004606037,0.109139987,Cope
Gm48936,0.964909916,-0.219126819,0.104179823,-2.163894448,0.030472451,NA,Gm48936
Ebp,196.1127401,-0.218601001,0.108105226,-2.030092457,0.042347142,0.228307691,Ebp
Vdac2,2453.032751,-0.218310892,0.094661235,-2.282400271,0.022465719,0.182679049,Vdac2
Trir,1062.365469,-0.217741097,0.096424568,-2.237980987,0.025222295,0.189527164,Trir
Capn10,419.5099085,-0.217522954,0.080258067,-2.69992815,0.006935445,0.124025571,Capn10
Rab2a,3938.902326,-0.217476375,0.106037428,-2.029993059,0.042357245,0.228307691,Rab2a
Ppp1r14c,256.3363541,-0.217399039,0.103364309,-2.108726678,0.034968181,0.212707902,Ppp1r14c
Arf1,6329.461706,-0.217286929,0.095239823,-2.256537979,0.02403696,0.187401848,Arf1
Cct2,2056.705528,-0.217276328,0.096867965,-2.221495233,0.026317437,0.192268572,Cct2
Zcchc17,840.8439387,-0.217268916,0.077037743,-2.808811862,0.00497247,0.110738851,Zcchc17
Mllt11,3386.677345,-0.216973701,0.074419068,-2.912720578,0.003582951,0.099642093,Mllt11
Hikeshi,471.1881565,-0.216902237,0.087000826,-2.50056485,0.012399543,0.148744069,Hikeshi
Bloc1s6,356.9782824,-0.216712203,0.087683387,-2.445941949,0.014447426,0.156616472,Bloc1s6
Ranbp1,367.407367,-0.216468891,0.095173134,-2.273055208,0.023022853,0.183769331,Ranbp1
Erg28,535.3462048,-0.216255033,0.091944751,-2.348271667,0.018860759,0.170782787,Erg28
Gm39271,1.098170817,-0.216120147,0.083679448,-2.240861995,0.025035016,NA,Gm39271
Dnajb6,1627.084133,-0.21550375,0.104340504,-2.050334189,0.04033183,0.224621991,Dnajb6
B3galnt2,189.8515802,-0.21526476,0.107878199,-1.991529937,0.046422657,0.235353933,B3galnt2
Tmem222,984.2444172,-0.21520959,0.070236186,-3.060404601,0.002210382,0.085498086,Tmem222
Sec11a,340.4533255,-0.215163585,0.107921082,-1.999364018,0.045568982,0.233410886,Sec11a
Cadps2,1251.565025,-0.215063235,0.099981289,-2.146871044,0.031803549,0.206532779,Cadps2
Pithd1,1119.391732,-0.214517104,0.078591062,-2.718178373,0.006564244,0.121118546,Pithd1
Nop16,279.495946,-0.214195218,0.100881698,-2.115738137,0.034367085,0.211605797,Nop16
Rnf14,4294.125614,-0.213729733,0.099749805,-2.121129217,0.03391093,0.210603547,Rnf14
Ube2q1,1468.68789,-0.213660208,0.084642805,-2.499918885,0.012422175,0.148859174,Ube2q1
BC005624,944.9020401,-0.213478729,0.087345044,-2.424008035,0.015350266,0.161996399,BC005624
Snrpc,366.1118216,-0.213133542,0.091078446,-2.347220138,0.018914076,0.170782787,Snrpc
Tor1a,544.5104755,-0.213056074,0.105086369,-2.017916636,0.043599944,0.230120773,Tor1a
Rragb,1098.726118,-0.213010967,0.104983017,-2.02316392,0.04305625,0.229825596,Rragb
Rps19bp1,291.6905024,-0.212748295,0.097819361,-2.1709616,0.029934075,0.201932981,Rps19bp1
Ppig,820.1547143,-0.212633083,0.104548121,-2.026183501,0.042745984,0.22899856,Ppig
Uba5,722.1165158,-0.212292262,0.07841151,-2.709307391,0.006742384,0.122266873,Uba5
Gm45704,1.324547084,-0.212150895,0.111596299,-2.149124655,0.03162452,NA,Gm45704
Rpl7l1,722.7152428,-0.211949404,0.087628759,-2.42684479,0.01523077,0.161224311,Rpl7l1
Ppp1r21,1014.957723,-0.211694136,0.098369111,-2.119817729,0.03402142,0.21074697,Ppp1r21
Plpbp,883.7360536,-0.211008479,0.105767728,-1.969600298,0.048884197,0.240164281,Plpbp
Tmem11,498.4002027,-0.210997379,0.08062724,-2.626169035,0.008635192,0.132134963,Tmem11
Wdr43,353.7075924,-0.210008988,0.104495049,-1.989835311,0.04660908,0.235910848,Wdr43
Cul3,1921.017771,-0.209434153,0.091085044,-2.278777157,0.022680315,0.182679049,Cul3
Psmb5,1358.404679,-0.209067056,0.093174722,-2.259565465,0.023848233,0.186819606,Psmb5
Tmem259,1589.003156,-0.208164392,0.103732619,-1.972880541,0.048509174,0.240134438,Tmem259
Bmt2,464.051513,-0.207138704,0.091684162,-2.262892999,0.023642286,0.185996918,Bmt2
Nmd3,368.8111669,-0.207096406,0.096890485,-2.155684814,0.031108285,0.205387122,Nmd3
Tsnax,2336.660212,-0.207082795,0.096975739,-2.103062893,0.035460272,0.213710826,Tsnax
Npdc1,4000.794536,-0.207055664,0.082008114,-2.512585636,0.011985001,0.147368536,Npdc1
2210016L21Rik,1761.346783,-0.206943651,0.097971393,-2.087607326,0.036833271,0.216726385,2210016L21Rik
Dnajb4,797.4782054,-0.206792961,0.097766255,-2.108992766,0.034945206,0.212707902,Dnajb4
Vps4a,1233.314013,-0.206749419,0.098951675,-2.061654699,0.039240622,0.221911966,Vps4a
Psap,24139.68101,-0.206324139,0.089885738,-2.273453521,0.022998864,0.183769331,Psap
Galnt13,358.2058825,-0.205580825,0.094361206,-2.162850063,0.030552714,0.203450162,Galnt13
Snrpb,965.4975914,-0.205451214,0.102980804,-1.994691555,0.046076531,0.234162805,Snrpb
Mdm2,649.1499746,-0.20528309,0.092198692,-2.236434529,0.025323321,0.189763174,Mdm2
Tmem38a,1520.414786,-0.205265132,0.098524237,-2.079017349,0.037615756,0.21838149,Tmem38a
Grsf1,1195.363596,-0.205158632,0.101461108,-2.001647566,0.045322649,0.2329006,Grsf1
Eif1b,1561.076177,-0.204925924,0.078840928,-2.590237332,0.009590978,0.135626722,Eif1b
Kdm3a,447.9702048,-0.204691769,0.09136422,-2.235575343,0.025379601,0.189763174,Kdm3a
Emc10,3496.356261,-0.204646905,0.100245461,-2.017857354,0.04360612,0.230120773,Emc10
2610002M06Rik,815.1801571,-0.204055362,0.102290336,-1.98517813,0.047124657,0.237443203,2610002M06Rik
Btg1,617.5924629,-0.203680603,0.099889162,-2.043726966,0.040980528,0.226417333,Btg1
Wbp4,835.3599868,-0.203299166,0.099658243,-2.028498469,0.042509399,0.228307691,Wbp4
Ndufv1,2257.507862,-0.202380179,0.081797608,-2.456063445,0.014046836,0.155358212,Ndufv1
Eif1a,620.2458309,-0.202366845,0.090942248,-2.227589606,0.025907894,0.191173408,Eif1a
Coq10a,397.1723411,-0.202175092,0.098420846,-2.01935458,0.043450379,0.230063215,Coq10a
Psmb3,848.2174474,-0.201662694,0.08577576,-2.352087668,0.018668374,0.170698158,Psmb3
Snx1,1039.176265,-0.200989214,0.092295172,-2.178077765,0.029400248,0.201042602,Snx1
Scamp1,3651.073609,-0.200308348,0.101341972,-1.961776804,0.049788475,0.242254636,Scamp1
Calm2,19349.05136,-0.200102249,0.089035464,-2.244675862,0.024788949,0.18867393,Calm2
Pnn,827.4531271,-0.199941956,0.091497653,-2.160466504,0.030736574,0.203980411,Pnn
4930453N24Rik,301.5326923,-0.199098127,0.083898834,-2.379393392,0.017341158,0.168077917,4930453N24Rik
Hmgcr,1188.037252,-0.196398061,0.09628643,-2.041467233,0.041204408,0.226812707,Hmgcr
Csk,343.7955139,-0.196080745,0.098971065,-1.979362132,0.047775249,0.23839161,Csk
Pebp1,6538.008179,-0.194577904,0.082718381,-2.359881925,0.018280753,0.16993262,Pebp1
Coq5,468.3701239,-0.194313403,0.093633621,-2.055044955,0.039874663,0.223525534,Coq5
Hcfc1r1,661.4758365,-0.193999532,0.081019773,-2.392314122,0.016742506,0.166667637,Hcfc1r1
Ctps2,425.8412379,-0.193354648,0.093720273,-2.070761883,0.038381054,0.220634533,Ctps2
Psmb2,768.8915949,-0.193175342,0.089540843,-2.160874853,0.030705008,0.203980411,Psmb2
Selenom,1231.964187,-0.19276716,0.0836528,-2.303121469,0.02127201,0.178254964,Selenom
2610301B20Rik,567.9050593,-0.191106184,0.093815502,-2.04252891,0.041099095,0.226639478,2610301B20Rik
Nsg2,11559.44351,-0.190919379,0.08935004,-2.140294918,0.03233094,0.208005976,Nsg2
Me3,535.6567102,-0.190612442,0.090040687,-2.096266614,0.036058547,0.215401602,Me3
Sra1,950.5190804,-0.190477302,0.078522632,-2.418428158,0.015587723,0.163040194,Sra1
Ctnnbl1,454.8389205,-0.189714398,0.085328855,-2.218421288,0.026526121,0.192791372,Ctnnbl1
Gyg,478.6766786,-0.188382993,0.089984069,-2.089733588,0.036641738,0.21669039,Gyg
Arf2,669.1020675,-0.187414604,0.080918926,-2.312470342,0.020751778,0.176801864,Arf2
Nprl3,346.0425931,-0.186724504,0.083887229,-2.22567905,0.026035687,0.191587565,Nprl3
Abi1,2335.935904,-0.185507959,0.089092769,-2.068250915,0.038616435,0.22113866,Abi1
Aplp1,21763.52083,-0.183179686,0.078794127,-2.30709518,0.021049515,0.177231864,Aplp1
Ociad1,3816.886301,-0.178509889,0.089810716,-1.981480915,0.047537368,0.238109222,Ociad1
Ubxn4,1128.599651,-0.177125435,0.0862406,-2.049607549,0.040402743,0.22469168,Ubxn4
Cox5a,819.7502367,-0.176554464,0.083144533,-2.132035117,0.03300396,0.208417523,Cox5a
Tuba1a,8022.84138,-0.176146685,0.087521005,-2.028653268,0.042493619,0.228307691,Tuba1a
Eaf1,323.775684,-0.171454996,0.084660239,-2.019663185,0.043418336,0.230063215,Eaf1
Rpn2,1597.996877,-0.170911605,0.075075848,-2.263539541,0.02360245,0.185878361,Rpn2
Dctn5,841.4072937,-0.169796689,0.076993556,-2.198280298,0.027929138,0.196731617,Dctn5
Six6,1.255819447,-0.167638374,0.086001454,-2.000831951,0.045410503,NA,Six6
C1qbp,749.4643109,-0.165188266,0.079991049,-2.045376707,0.040817734,0.226186688,C1qbp
Maged2,617.6013808,-0.163644793,0.080476505,-2.0406356,0.041287061,0.226871091,Maged2
Mrpl10,699.753253,-0.162092146,0.075944604,-2.124324201,0.033643043,0.210133388,Mrpl10
Tor1b,603.9191122,-0.158439911,0.078161166,-2.013753787,0.04403539,0.230954732,Tor1b
Suclg1,1421.580404,-0.158210768,0.07898882,-2.002144196,0.045269225,0.232803836,Suclg1
Bcl2l1,1512.621811,-0.155623643,0.075821169,-2.041051917,0.041245667,0.226812707,Bcl2l1
Hsdl1,761.3254142,-0.154637581,0.073462576,-2.093476553,0.036306635,0.215912894,Hsdl1
Strap,2135.773162,-0.152425947,0.069666591,-2.189008588,0.028596216,0.198771339,Strap
Atp5a1,12664.49632,-0.149262517,0.068183842,-2.181067192,0.029178447,0.200397159,Atp5a1
Idh3b,3543.709539,-0.147845396,0.06216845,-2.376993873,0.017454378,0.168077917,Idh3b
Eif5a,4666.313159,-0.127064249,0.06030231,-2.103247968,0.035444099,0.213710826,Eif5a
Xist,4163.872963,-0.091161602,0.108424278,3.221888803,0.001273485,0.068272714,Xist
4933428P19Rik,1.654911118,0.116111853,0.112315239,2.045612041,0.040794556,NA,4933428P19Rik
Lhx4,1.567176347,0.124780839,0.101536671,2.024026503,0.042967425,NA,Lhx4
Gm13093,1.30771255,0.131906116,0.120028343,1.974351258,0.048341816,NA,Gm13093
Slc6a1,6419.38471,0.140295915,0.07086833,1.978884372,0.047829026,0.23839161,Slc6a1
Eif4g2,10092.32586,0.140384761,0.064159995,2.182201031,0.029094699,0.200160525,Eif4g2
Cyb5b,3247.150251,0.143258808,0.065411775,2.178776898,0.029348246,0.200966646,Cyb5b
Gbp10,1.957202323,0.14591794,0.117959846,2.304328256,0.021204224,NA,Gbp10
Ipo8,821.7562135,0.150382075,0.073174997,2.05888968,0.039504808,0.222553573,Ipo8
Phf20-ps,1.569236611,0.151824617,0.114117536,2.157410826,0.030973668,NA,Phf20-ps
Gm12092,1.338841565,0.154786173,0.101604701,2.04303311,0.041049161,NA,Gm12092
Glrx2,984.6227639,0.155296579,0.066994969,2.304175667,0.021212785,0.178097997,Glrx2
5730455P16Rik,1216.558673,0.157015315,0.076950771,2.045280649,0.040827197,0.226186688,5730455P16Rik
Gm21297,1.589305684,0.157822297,0.10012853,2.157061255,0.031000892,NA,Gm21297
Gm45737,2.504181447,0.161052902,0.150323729,1.976892329,0.048053802,NA,Gm45737
Slamf7,1.533095688,0.161115717,0.127320591,2.208780542,0.027189909,NA,Slamf7
Pax1,1.158848576,0.162291478,0.109998993,1.996905196,0.045835483,NA,Pax1
Tgfa,630.1307738,0.165799567,0.081816046,2.019718123,0.043412634,0.230063215,Tgfa
Rps19-ps2,1.696431189,0.167384206,0.122116613,2.300321409,0.021430018,NA,Rps19-ps2
Fkbp15,558.4523259,0.168881335,0.086341467,1.970569085,0.048773186,0.240134438,Fkbp15
Ppbp,1.169281181,0.170761474,0.088960911,1.974445389,0.048331121,NA,Ppbp
Gm37677,1.519119146,0.171213398,0.111697382,2.217676833,0.026576875,NA,Gm37677
Gm12504,1.433758974,0.171468385,0.119333103,2.219156526,0.026476078,NA,Gm12504
Wbp1l,736.2588148,0.172386685,0.086749074,1.983082388,0.047358228,0.237645456,Wbp1l
Pten,2256.460098,0.174943136,0.071200837,2.450973203,0.014247056,0.155725112,Pten
Calu,1311.474959,0.174959296,0.086587619,2.006830781,0.044767684,0.231873123,Calu
Rnf20,911.9077164,0.176006126,0.071761336,2.465987772,0.0136636,0.152957363,Rnf20
Pak2,887.0321626,0.177500081,0.065371678,2.706657634,0.006796431,0.122588139,Pak2
Lrp8,1250.725757,0.179051512,0.066370523,2.677685008,0.00741329,0.126938598,Lrp8
Anapc5,2859.823581,0.181502425,0.085691905,2.102873145,0.03547686,0.213710826,Anapc5
C230024C17Rik,1.648527716,0.181637266,0.11931103,2.325632782,0.020038149,NA,C230024C17Rik
Gm41293,1.141270675,0.182865583,0.101379515,2.062486286,0.039161462,NA,Gm41293
Sec63,1327.013996,0.183266115,0.070079149,2.610300882,0.009046262,0.134039234,Sec63
Wnt7b,997.323733,0.183437171,0.075511433,2.428533213,0.015160037,0.161026238,Wnt7b
Crebrf,745.922134,0.183769378,0.087470896,2.108424509,0.034994286,0.212707902,Crebrf
Gm14125,1.014234414,0.183894436,0.107199035,2.013659518,0.044045293,NA,Gm14125
Ctnnb1,6452.531575,0.185275905,0.082071556,2.238701479,0.025175346,0.189367413,Ctnnb1
Mab21l3,0.955540289,0.185343484,0.102569616,1.980469457,0.047650802,NA,Mab21l3
Fam168a,4316.781126,0.186059353,0.091948195,2.028632821,0.042495703,0.228307691,Fam168a
Gm15247,2.656113516,0.186155252,0.128310317,2.695525772,0.007027764,NA,Gm15247
Rnf121,464.220705,0.187292376,0.093257493,2.002006295,0.045284055,0.232803836,Rnf121
Ccdc88a,894.8765713,0.187449778,0.088099387,2.120281118,0.033982345,0.210681965,Ccdc88a
AI597479,678.1820692,0.187548871,0.091951461,2.025079016,0.042859251,0.229427708,AI597479
Tfdp2,626.6051865,0.189699848,0.075327414,2.519330541,0.011757822,0.145913781,Tfdp2
Golga4,1341.126763,0.1947754,0.095472197,2.052967905,0.04007569,0.223801478,Golga4
Tmco3,732.749346,0.195443154,0.088879911,2.181898972,0.02911699,0.200215336,Tmco3
Lztfl1,552.6321196,0.198268811,0.083193588,2.372925077,0.017647843,0.168077917,Lztfl1
Usp32,2113.310338,0.198667404,0.070340317,2.817249024,0.004843695,0.110341922,Usp32
Stk4,705.3300163,0.199270856,0.093069728,2.166496624,0.030273258,0.202629719,Stk4
Ttll5,613.1333233,0.199715413,0.098215987,2.011541099,0.044268334,0.231164446,Ttll5
Adora1,3769.277082,0.200097537,0.100666497,1.998798647,0.045630144,0.233504067,Adora1
Cbx5,3289.059463,0.20014774,0.073943871,2.690742651,0.007129317,0.125576484,Cbx5
Ptp4a2,2589.473377,0.200367773,0.086145226,2.308568952,0.020967513,0.176945642,Ptp4a2
Zp2,2.025448952,0.201004954,0.140391436,1.967207781,0.049159261,NA,Zp2
Ankrd28,1045.157704,0.202363642,0.083659142,2.403146473,0.016254675,0.164589751,Ankrd28
Plcl1,734.2774889,0.202802603,0.088000463,2.341320018,0.019215688,0.171799208,Plcl1
Eif5a2,943.5391578,0.202903544,0.083830622,2.397648292,0.0165007,0.165602332,Eif5a2
Ppm1b,1840.416774,0.203512927,0.074571525,2.717833823,0.006571083,0.121118546,Ppm1b
Ccny,2040.08244,0.203713305,0.083015661,2.448094409,0.014361402,0.156324078,Ccny
Snx13,1406.641668,0.207300894,0.079378578,2.604906062,0.009189945,0.135135853,Snx13
BC147527,1.442155767,0.207466824,0.12535685,2.333362878,0.019629108,NA,BC147527
Paip2b,1144.063329,0.207914698,0.101689882,2.037331271,0.041616856,0.227243448,Paip2b
Cad,312.0433518,0.20836288,0.105499005,1.98386646,0.047270729,0.237618375,Cad
Bmpr2,2562.532301,0.209426106,0.090584196,2.317310761,0.02048681,0.176217639,Bmpr2
Gpd2,2933.915916,0.210489068,0.097090954,2.165995249,0.03031155,0.202629719,Gpd2
Cdk14,4803.5862,0.210819306,0.094857743,2.22167689,0.026305149,0.192268572,Cdk14
Socs5,2197.629045,0.211100279,0.092143007,2.293444992,0.021822399,0.180441742,Socs5
Cyp21a2-ps,1.139069614,0.212039952,0.110709923,2.18845688,0.028636339,NA,Cyp21a2-ps
Rab21,1838.816149,0.212710069,0.089423216,2.36443807,0.018057446,0.169308714,Rab21
CT025671.2,1.130592396,0.21287134,0.10463324,2.174222006,0.029688466,NA,CT025671.2
4930552P12Rik,1.07294011,0.212936729,0.105780493,2.153362406,0.031290208,NA,4930552P12Rik
Arl5a,1605.279591,0.215075407,0.104943404,2.013873083,0.04402286,0.230954732,Arl5a
Tdrkh,493.5827024,0.215635181,0.073907866,2.911221969,0.003600182,0.099642093,Tdrkh
5330425B07Rik,1.397506409,0.215645722,0.123707558,2.368188264,0.017875437,NA,5330425B07Rik
n-R5s67,2.484853128,0.216219618,0.148445897,2.160003494,0.030772399,NA,n-R5s67
Mrrf,283.1869556,0.216573188,0.108052215,1.970708494,0.048757228,0.240134438,Mrrf
Gm17092,1.916193813,0.217229213,0.129632648,1.98614227,0.047017529,NA,Gm17092
Gm18637,1.583854141,0.217389357,0.122970051,2.443859921,0.014531067,NA,Gm18637
Zfp24,722.8808924,0.217483692,0.092160248,2.339110491,0.019329716,0.172272113,Zfp24
Zkscan8,322.5316428,0.219261847,0.106185149,2.061944284,0.039213041,0.221911966,Zkscan8
Gm5470,2.193396203,0.219689022,0.140535713,2.093734931,0.036283599,NA,Gm5470
Specc1,1762.845943,0.219795211,0.089337699,2.472176088,0.013429335,0.152113313,Specc1
Fgfr2,970.990155,0.220433283,0.094100723,2.321467594,0.020261621,0.175745659,Fgfr2
Slc25a37,316.4993324,0.221526352,0.102262984,2.163920408,0.030470458,0.203085881,Slc25a37
Ppfia1,671.4865403,0.221651138,0.077985589,2.827665827,0.004688872,0.109207023,Ppfia1
Iqgap1,405.1020765,0.222009052,0.10889813,2.010340107,0.044395205,0.231442187,Iqgap1
Fam168b,5860.302279,0.22237008,0.083169038,2.672213115,0.007535278,0.127274443,Fam168b
Inpp5a,598.3647776,0.223032047,0.107155577,2.086144731,0.036965515,0.216775115,Inpp5a
Pde8b,1102.743934,0.223117728,0.098648648,2.249588413,0.024475085,0.188623196,Pde8b
AC110534.5,250.9569337,0.224084289,0.101248657,2.154579748,0.031194735,0.205511024,AC110534.5
Sptbn1,14025.16385,0.224186868,0.105194242,2.132007418,0.033006237,0.208417523,Sptbn1
Rexo1,1122.206521,0.22524345,0.105093633,2.133393219,0.032892483,0.208151102,Rexo1
Kifc3,805.2446309,0.225426124,0.109109639,2.079154963,0.03760311,0.21838149,Kifc3
Tm9sf3,3113.83659,0.225889208,0.079732131,2.817822972,0.004835046,0.110341922,Tm9sf3
Iqsec1,3721.537858,0.226598371,0.095871002,2.373319974,0.017628985,0.168077917,Iqsec1
Kcnq2,9390.135066,0.226828801,0.109364817,2.056910942,0.039694793,0.22277135,Kcnq2
2610027K06Rik,0.996005266,0.22881195,0.111782728,2.186485061,0.028780136,NA,2610027K06Rik
Podnl1,2.340091613,0.228979855,0.123994982,2.170446962,0.029973002,NA,Podnl1
Lgals8,385.711408,0.229176919,0.100489463,2.254197984,0.024183716,0.18824737,Lgals8
Gm25641,1.248910605,0.231020455,0.11478538,2.322090616,0.020228057,NA,Gm25641
Synm,941.4953904,0.231125465,0.11188849,2.063282066,0.039085837,0.221802346,Synm
Wdfy3,2762.598228,0.231143621,0.100101003,2.324536775,0.020096743,0.175195221,Wdfy3
Pfas,513.1869333,0.232217005,0.10762971,2.151500246,0.031436736,0.205771719,Pfas
Ubtd2,172.0565486,0.23280253,0.112714184,2.018446569,0.043544774,0.230120773,Ubtd2
Eif5,3703.307092,0.232890345,0.082993967,2.788438176,0.005296286,0.112836904,Eif5
Gm29587,1.049273925,0.233075486,0.106350248,2.206699355,0.02733507,NA,Gm29587
2510009E07Rik,982.0210442,0.233087556,0.091354108,2.523365048,0.011623767,0.145091307,2510009E07Rik
Ank,4285.104226,0.233528839,0.091101932,2.559367637,0.010486278,0.139529961,Ank
Anp32e,2061.346898,0.233602299,0.109365192,2.133748404,0.032863382,0.208151102,Anp32e
Otud7b,1068.506932,0.234369466,0.11527497,2.033040167,0.042048465,0.227811915,Otud7b
Ppp2r5a,1651.443881,0.234382142,0.094167111,2.474006068,0.013360743,0.151983178,Ppp2r5a
Ptprf,1155.022572,0.234738478,0.116565163,1.993580331,0.046197937,0.234537252,Ptprf
Cldnd1,1144.276119,0.234920405,0.114375728,2.01813961,0.043576723,0.230120773,Cldnd1
Lims2,162.1799562,0.235031371,0.120251163,1.961582456,0.049811116,0.242254636,Lims2
Mtx3,775.8450486,0.235135162,0.087292843,2.697288808,0.006990661,0.124751412,Mtx3
Tom1l2,4703.112723,0.235654739,0.119318942,1.965298603,0.049379687,0.241380878,Tom1l2
Gm10282,318.8535933,0.236244895,0.107683875,2.165644514,0.030338362,0.202629719,Gm10282
Il18rap,1.756041499,0.236373672,0.115481873,2.001538674,0.04533437,NA,Il18rap
Zcrb1,697.8774858,0.236492967,0.107023864,2.148640727,0.031662891,0.206253016,Zcrb1
Rffl,212.879976,0.236637686,0.116504618,2.044517722,0.040902428,0.226360549,Rffl
Fryl,981.0619383,0.23740998,0.096034524,2.497049064,0.012523163,0.149014293,Fryl
Gm38393,211.9007606,0.237434543,0.096725391,2.416858978,0.015655081,0.163312051,Gm38393
1700020I14Rik,6942.000206,0.238264545,0.08813154,2.693589113,0.007068725,0.125120245,1700020I14Rik
Hip1r,1215.194961,0.238410516,0.10902859,2.165432883,0.03035455,0.202629719,Hip1r
Pms2,228.665319,0.238938866,0.110356397,2.165301503,0.030364603,0.202629719,Pms2
Fam32a,1381.24031,0.239286567,0.085959284,2.769629572,0.005612008,0.114754272,Fam32a
Dusp3,2204.804279,0.239434273,0.106076045,2.250492869,0.024417676,0.188458261,Dusp3
Slc6a20b,1.868508986,0.239750096,0.119123176,2.055737094,0.039807864,NA,Slc6a20b
Ptpn7,1.163308343,0.240097705,0.10444201,2.280074905,0.022603246,NA,Ptpn7
Dopey2,1422.20776,0.241514939,0.107627823,2.257570462,0.023972452,0.187254308,Dopey2
Ppp2r5c,3706.042467,0.242758743,0.119458996,2.00763117,0.0446825,0.231710902,Ppp2r5c
Nfix,5180.159695,0.242825134,0.113667527,2.136699996,0.0326224,0.208151102,Nfix
Hjurp,647.4141588,0.243393473,0.086609497,2.826205114,0.004710309,0.109533262,Hjurp
