"","Gene","G","Symbol","Name","Chr","Qualifier","Annotated.Term","Context","Proteoform","Evidence","Inferred.From","Reference.s."
"392","Rps15","MGI:98117","Rps15","ribosomal protein S15","10","","cytosolic small ribosomal subunit","",NA,"NAS","","J:314083 "
"393","Rpl12","MGI:98002","Rpl12","ribosomal protein L12","2","","cytosolic large ribosomal subunit","",NA,"IBA","PTN000184010 ","J:265628 "
"394","Rpl12","MGI:98002","Rpl12","ribosomal protein L12","2","","cytosolic large ribosomal subunit","",NA,"IPI","","J:314083 "
"395","Rpl12","MGI:98002","Rpl12","ribosomal protein L12","2","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:1565106 ","J:155856 "
"396","Rpl12","MGI:98002","Rpl12","ribosomal protein L12","2","","cytosolic large ribosomal subunit","",NA,"ISO","P30050 ","J:164563 "
"397","Rpl12","MGI:98002","Rpl12","ribosomal protein L12","2","","cytosolic ribosome","",NA,"ISO","P30050 ","J:164563 "
"398","Apod","MGI:88056","Apod","apolipoprotein D","16","","cytosolic ribosome","",NA,"ISO","RGD:2137 ","J:155856 "
"399","Rps4x","MGI:98158","Rps4x","ribosomal protein S4, X-linked","X","","cytosolic ribosome","",NA,"ISO","P62701 ","J:164563 "
"400","Rps4x","MGI:98158","Rps4x","ribosomal protein S4, X-linked","X","","cytosolic small ribosomal subunit","",NA,"IBA","PTN000171891 ","J:265628 "
"401","Rps4x","MGI:98158","Rps4x","ribosomal protein S4, X-linked","X","","cytosolic small ribosomal subunit","",NA,"IDA","","J:333015 "
"402","Rps4x","MGI:98158","Rps4x","ribosomal protein S4, X-linked","X","","cytosolic small ribosomal subunit","",NA,"ISO","P62701 ","J:164563 "
"403","Rps4x","MGI:98158","Rps4x","ribosomal protein S4, X-linked","X","","cytosolic small ribosomal subunit","",NA,"NAS","","J:314083 "
"404","Rpl13a","MGI:1351455","Rpl13a","ribosomal protein L13A","7","","cytosolic large ribosomal subunit","",NA,"IBA","PTN000166703 ","J:265628 "
"405","Rpl13a","MGI:1351455","Rpl13a","ribosomal protein L13A","7","","cytosolic large ribosomal subunit","",NA,"IDA","","J:333015 "
"406","Rpl13a","MGI:1351455","Rpl13a","ribosomal protein L13A","7","","cytosolic large ribosomal subunit","",NA,"IPI","","J:314083 "
"407","Rpl13a","MGI:1351455","Rpl13a","ribosomal protein L13A","7","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:628697 ","J:155856 "
"408","Rpl13a","MGI:1351455","Rpl13a","ribosomal protein L13A","7","","cytosolic large ribosomal subunit","",NA,"ISO","P40429 ","J:164563 "
"409","Rpl13a","MGI:1351455","Rpl13a","ribosomal protein L13A","7","","cytosolic ribosome","",NA,"ISO","P40429 ","J:164563 "
"410","Rps17","MGI:1309526","Rps17","ribosomal protein S17","7","","cytosolic ribosome","",NA,"ISO","P08708 ","J:164563 "
"411","Rps17","MGI:1309526","Rps17","ribosomal protein S17","7","","cytosolic small ribosomal subunit","",NA,"IDA","","J:333015 "
"412","Rps17","MGI:1309526","Rps17","ribosomal protein S17","7","","cytosolic small ribosomal subunit","",NA,"ISO","RGD:62027 ","J:155856 "
"413","Rps17","MGI:1309526","Rps17","ribosomal protein S17","7","","cytosolic small ribosomal subunit","",NA,"ISO","NM_017152 ","J:49833 "
"414","Rps17","MGI:1309526","Rps17","ribosomal protein S17","7","","cytosolic small ribosomal subunit","",NA,"ISO","P08708 ","J:164563 "
"415","Rps17","MGI:1309526","Rps17","ribosomal protein S17","7","","cytosolic small ribosomal subunit","",NA,"NAS","","J:314083 "
"416","Rpl22","MGI:99262","Rpl22","ribosomal protein L22","4","","cytosolic large ribosomal subunit","",NA,"IDA","","J:333015 "
"417","Rpl22","MGI:99262","Rpl22","ribosomal protein L22","4","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:621189 ","J:155856 "
"418","Rpl22","MGI:99262","Rpl22","ribosomal protein L22","4","","cytosolic large ribosomal subunit","",NA,"ISO","P35268 ","J:164563 "
"419","Rpl22","MGI:99262","Rpl22","ribosomal protein L22","4","","cytosolic ribosome","",NA,"ISO","P35268 ","J:164563 "
"420","Rpl23a","MGI:3040672","Rpl23a","ribosomal protein L23A","11","","cytosolic large ribosomal subunit","",NA,"IBA","PTN000178698 ","J:265628 "
"421","Rpl23a","MGI:3040672","Rpl23a","ribosomal protein L23A","11","","cytosolic large ribosomal subunit","",NA,"IDA","","J:333015 "
"422","Rpl23a","MGI:3040672","Rpl23a","ribosomal protein L23A","11","","cytosolic large ribosomal subunit","",NA,"IPI","","J:314083 "
"423","Rpl23a","MGI:3040672","Rpl23a","ribosomal protein L23A","11","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:1304897 ","J:155856 "
"424","Rpl23a","MGI:3040672","Rpl23a","ribosomal protein L23A","11","","cytosolic large ribosomal subunit","",NA,"ISO","P62750 ","J:164563 "
"425","Rpl23a","MGI:3040672","Rpl23a","ribosomal protein L23A","11","","cytosolic ribosome","",NA,"ISO","P62750 ","J:164563 "
"426","Rpl4","MGI:1915141","Rpl4","ribosomal protein L4","9","","cytosolic large ribosomal subunit","",NA,"IBA","PTN000454620 ","J:265628 "
"427","Rpl4","MGI:1915141","Rpl4","ribosomal protein L4","9","","cytosolic large ribosomal subunit","",NA,"IDA","","J:333015 "
"428","Rpl4","MGI:1915141","Rpl4","ribosomal protein L4","9","","cytosolic large ribosomal subunit","",NA,"IPI","","J:314083 "
"429","Rpl4","MGI:1915141","Rpl4","ribosomal protein L4","9","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:619824 ","J:155856 "
"430","Rpl4","MGI:1915141","Rpl4","ribosomal protein L4","9","","cytosolic large ribosomal subunit","",NA,"ISO","P36578 ","J:164563 "
"431","Rpl4","MGI:1915141","Rpl4","ribosomal protein L4","9","","cytosolic ribosome","",NA,"ISO","P36578 ","J:164563 "
"432","Rpl31","MGI:2149632","Rpl31","ribosomal protein L31","1","","cytosolic large ribosomal subunit","",NA,"IBA","PTN000102776 ","J:265628 "
"433","Rpl31","MGI:2149632","Rpl31","ribosomal protein L31","1","","cytosolic large ribosomal subunit","",NA,"IDA","","J:333015 "
"434","Rpl31","MGI:2149632","Rpl31","ribosomal protein L31","1","","cytosolic large ribosomal subunit","",NA,"IPI","","J:314083 "
"435","Rpl31","MGI:2149632","Rpl31","ribosomal protein L31","1","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:621202 ","J:155856 "
"436","Rpl31","MGI:2149632","Rpl31","ribosomal protein L31","1","","cytosolic large ribosomal subunit","",NA,"ISO","P62899 ","J:164563 "
"437","Rpl31","MGI:2149632","Rpl31","ribosomal protein L31","1","","cytosolic ribosome","",NA,"ISO","P62899 ","J:164563 "
"438","Rps27l","MGI:1915191","Rps27l","ribosomal protein S27-like","9","","cytosolic small ribosomal subunit","",NA,"IBA","PTN000174285 ","J:265628 "
